dup_id,source,connector_code,station_id,station_ref,station_name,timeseries_id,timeseries_ref,timeseries_label,pollutant,last_value,last_value_at,distance_m,lat_lon,aurn_uk_air_id,aurn_networks
DUP000482,aurn,aurn_register,,UKA00337,Stoke-on-Trent Centre,,,,pm25,,,0,53.028210 -2.175133,UKA00337,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000482,json,uk_air_sos,2256,1143,Stoke-on-Trent Centre,271,474,Stoke-on-Trent Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.028210 -2.175133,,
DUP000482,json,uk_air_sos,7569,7566,Stoke-on-Trent Centre,339,2330,Stoke-on-Trent Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,15.472,2026-02-19 19:00:00+00,0.000,53.028210 -2.175133,,
DUP000483,aurn,aurn_register,,UKA00339,Salford Eccles,,,,pm25,,,0,53.484810 -2.334139,UKA00339,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000483,json,uk_air_sos,2037,785245,Salford Eccles,,,Salford Eccles-Volatile PM2.5,pm25,,,0.000,53.484810 -2.334139,,
DUP000483,json,uk_air_sos,7536,7108,Salford Eccles,300,2050,Salford Eccles-Particulate matter less than 2.5 micro m (aerosol),pm25,22.359,2026-02-19 19:00:00+00,0.000,53.484810 -2.334139,,
DUP000483,json,uk_air_sos,2033,877,Salford Eccles,387,190,Salford Eccles-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.484810 -2.334139,,
DUP000483,json,uk_air_sos,2030,785244,Salford Eccles-Non,,,Salford Eccles-Non-volatile PM2.5,pm25,,,0.000,53.484810 -2.334139,,
DUP000484,aurn,aurn_register,,UKA00353,Barnsley Gawber,,,,pm25,,,0,53.562920 -1.510436,UKA00353,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Non-Automatic Hydrocarbon Network
DUP000484,json,uk_air_sos,7610,9900,Barnsley Gawber,405,5074,Barnsley Gawber-Particulate matter less than 2.5 micro m (aerosol),pm25,18.585,2026-02-19 19:00:00+00,0.000,53.562920 -1.510436,,
DUP000485,aurn,aurn_register,,UKA00360,Plymouth Centre,,,,pm25,,,0,50.371670 -4.142361,UKA00360,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000485,json,uk_air_sos,1890,1085,Plymouth Centre,249,409,Plymouth Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,50.371670 -4.142361,,
DUP000485,json,uk_air_sos,7587,8134,Plymouth Centre,364,2266,Plymouth Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,7.076,2026-02-19 19:00:00+00,0.000,50.371670 -4.142361,,
DUP000486,aurn,aurn_register,,UKA00362,Wicken Fen,,,,pm25,,,0,52.298500 0.290917,UKA00362,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon
DUP000486,json,uk_air_sos,7605,8785,Wicken Fen,390,4957,Wicken Fen-Particulate matter less than 2.5 micro m (aerosol),pm25,7.642,2026-02-19 19:00:00+00,0.000,52.298500 0.290917,,
DUP000487,aurn,aurn_register,,UKA00380,Newport,,,,pm25,,,0,51.601203 -2.977281,UKA00380,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000487,json,uk_air_sos,1803,785267,Newport,,,Newport-Volatile PM2.5,pm25,,,0.000,51.601203 -2.977281,,
DUP000487,json,uk_air_sos,1800,1061,Newport,216,384,Newport-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.601203 -2.977281,,
DUP000487,json,uk_air_sos,7537,7112,Newport,301,2241,Newport-Particulate matter less than 2.5 micro m (aerosol),pm25,6.038,2026-02-19 19:00:00+00,0.000,51.601203 -2.977281,,
DUP000487,json,uk_air_sos,1798,785266,Newport-Non,,,Newport-Non-volatile PM2.5,pm25,,,0.000,51.601203 -2.977281,,
DUP000488,aurn,aurn_register,,UKA00381,Scunthorpe Town,,,,pm25,,,0,53.586340 -0.636811,UKA00381,Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000488,json,uk_air_sos,7524,11072,Scunthorpe Town,266,5506,Scunthorpe Town-Particulate matter less than 2.5 micro m (aerosol),pm25,-99,2026-02-19 19:00:00+00,0.000,53.586340 -0.636811,,
DUP000489,aurn,aurn_register,,UKA00406,Wirral Tranmere,,,,pm25,,,0,53.372870 -3.022722,UKA00406,Automatic Urban and Rural Monitoring Network (AURN)
DUP000489,json,uk_air_sos,2393,1168,Wirral Tranmere,274,502,Wirral Tranmere-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.372870 -3.022722,,
DUP000489,json,uk_air_sos,7572,7577,Wirral Tranmere,342,2358,Wirral Tranmere-Particulate matter less than 2.5 micro m (aerosol),pm25,14.906,2026-02-19 19:00:00+00,0.000,53.372870 -3.022722,,
DUP000490,aurn,aurn_register,,UKA00408,Preston,,,,pm25,,,0,53.765590 -2.680353,UKA00408,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000490,json,uk_air_sos,1946,785273,Preston,,,Preston-Volatile PM2.5,pm25,,,0.000,53.765590 -2.680353,,
DUP000490,json,uk_air_sos,1945,1094,Preston,253,418,Preston-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.765590 -2.680353,,
DUP000490,json,uk_air_sos,7566,7554,Preston,336,2275,Preston-Particulate matter less than 2.5 micro m (aerosol),pm25,17.642,2026-02-19 19:00:00+00,0.000,53.765590 -2.680353,,
DUP000490,json,uk_air_sos,1942,785272,Preston-Non,,,Preston-Non-volatile PM2.5,pm25,,,0.000,53.765590 -2.680353,,
DUP000491,aurn,aurn_register,,UKA00409,Southend-on-Sea,,,,pm25,,,0,51.544166 0.678331,UKA00409,Automatic Urban and Rural Monitoring Network (AURN)
DUP000491,json,uk_air_sos,2166,1119,Southend-on-Sea,269,450,Southend-on-Sea-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.544166 0.678331,,
DUP000491,json,uk_air_sos,7568,7564,Southend-on-Sea,338,2307,Southend-on-Sea-Particulate matter less than 2.5 micro m (aerosol),pm25,9.151,2026-02-19 19:00:00+00,0.000,51.544166 0.678331,,
DUP000492,aurn,aurn_register,,UKA00420,Grangemouth,,,,pm25,,,0,56.010319 -3.704399,UKA00420,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000492,json,uk_air_sos,919,785237,Grangemouth,,,Grangemouth-Volatile PM2.5,pm25,,,0.000,56.010319 -3.704399,,
DUP000492,json,uk_air_sos,7543,7146,Grangemouth,307,2085,Grangemouth-Particulate matter less than 2.5 micro m (aerosol),pm25,5,2026-02-19 19:00:00+00,0.000,56.010319 -3.704399,,
DUP000492,json,uk_air_sos,916,908,Grangemouth,397,225,Grangemouth-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,56.010319 -3.704399,,
DUP000492,json,uk_air_sos,914,785236,Grangemouth-Non,,,Grangemouth-Non-volatile PM2.5,pm25,,,0.000,56.010319 -3.704399,,
DUP000493,aurn,aurn_register,,UKA00421,Portsmouth,,,,pm25,,,0,50.828810 -1.068583,UKA00421,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000493,json,uk_air_sos,1905,785269,Portsmouth,,,Portsmouth-Volatile PM2.5,pm25,,,0.000,50.828810 -1.068583,,
DUP000493,json,uk_air_sos,1904,1090,Portsmouth,250,414,Portsmouth-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,50.828810 -1.068583,,
DUP000493,json,uk_air_sos,7565,7552,Portsmouth,335,2271,Portsmouth-Particulate matter less than 2.5 micro m (aerosol),pm25,8.302,2026-02-19 19:00:00+00,0.000,50.828810 -1.068583,,
DUP000493,json,uk_air_sos,1901,785268,Portsmouth-Non,,,Portsmouth-Non-volatile PM2.5,pm25,,,0.000,50.828810 -1.068583,,
DUP000494,aurn,aurn_register,,UKA00429,Bournemouth,,,,pm25,,,0,50.739570 -1.826744,UKA00429,Automatic Urban and Rural Monitoring Network (AURN)
DUP000494,json,uk_air_sos,7527,6877,Bournemouth,290,4612,Bournemouth-Particulate matter less than 2.5 micro m (aerosol),pm25,8,2026-02-19 19:00:00+00,0.000,50.739570 -1.826744,,
DUP000495,aurn,aurn_register,,UKA00433,Weybourne,,,,pm25,,,0,52.950490 1.122017,UKA00433,Automatic Urban and Rural Monitoring Network (AURN); Ozone / UV; TOMPs
DUP000495,json,uk_air_sos,7478,10535,Weybourne,211,5023,Weybourne-Particulate matter less than 2.5 micro m (aerosol),pm25,30,2026-02-19 18:00:00+00,0.000,52.950490 1.122017,,
DUP000496,aurn,aurn_register,,UKA00434,Inverness,,,,pm25,,,0,57.481308 -4.241451,UKA00434,Automatic Urban and Rural Monitoring Network (AURN)
DUP000496,json,uk_air_sos,7532,7092,Inverness,295,4725,Inverness-Particulate matter less than 2.5 micro m (aerosol),pm25,9.811,2026-02-19 18:00:00+00,0.000,57.481308 -4.241451,,
DUP000497,aurn,aurn_register,,UKA00435,London Westminster,,,,pm25,,,0,51.494670 -0.131931,UKA00435,Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals
DUP000497,json,uk_air_sos,7533,7093,London Westminster,296,4692,London Westminster-Particulate matter less than 2.5 micro m (aerosol),pm25,7.7,2026-02-19 19:00:00+00,0.000,51.494670 -0.131931,,
DUP000498,aurn,aurn_register,,UKA00440,Wrexham,,,,pm25,,,0,53.042282 -3.002829,UKA00440,Automatic Urban and Rural Monitoring Network (AURN)
DUP000498,json,uk_air_sos,2407,786085,Wrexham,298,4727,Wrexham-Particulate matter less than 2.5 micro m (aerosol),pm25,9.245,2026-02-19 18:00:00+00,0.000,53.042282 -3.002829,,
DUP000499,aurn,aurn_register,,UKA00445,St Osyth,,,,pm25,,,0,51.777874 1.049010,UKA00445,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon
DUP000499,json,uk_air_sos,7604,8783,St Osyth,389,4910,St Osyth-Particulate matter less than 2.5 micro m (aerosol),pm25,9.057,2026-02-19 19:00:00+00,0.000,51.777874 1.049010,,
DUP000500,aurn,aurn_register,,UKA00450,Hull Freetown,,,,pm25,,,0,53.748780 -0.341222,UKA00450,Automatic Urban and Rural Monitoring Network (AURN)
DUP000500,json,uk_air_sos,7560,7536,Hull Freetown,329,2126,Hull Freetown-Particulate matter less than 2.5 micro m (aerosol),pm25,16.415,2026-02-19 19:00:00+00,0.000,53.748780 -0.341222,,
DUP000500,json,uk_air_sos,1166,949,Hull Freetown,399,266,Hull Freetown-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.748780 -0.341222,,
DUP000501,aurn,aurn_register,,UKA00451,Auchencorth Moss,,,,pm25,,,0,55.792160 -3.242900,UKA00451,Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Heavy Metals; PAH Deposition; PAH Digitel (solid phase); Particle Size Composition; Rural Automatic Mercury network; TOMPs; UKEAP: Acid Gases & Aerosol Network; UKEAP: MARGA Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Precip-Net; UKEAP: Rural NO2
DUP000501,json,uk_air_sos,127,2666,Auchencorth Moss,,,Auchencorth Moss-Elemental carbon in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,148,720960,Auchencorth Moss,,,Auchencorth Moss-magnesium in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,149,3025,Auchencorth Moss,,,Auchencorth Moss-Mercury in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,162,720962,Auchencorth Moss,,,Auchencorth Moss-Nitrate in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,167,2664,Auchencorth Moss,,,Auchencorth Moss-Organic carbon in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,179,720959,Auchencorth Moss,,,Auchencorth Moss-potassium in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,186,720957,Auchencorth Moss,,,Auchencorth Moss-sodium in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,187,780356,Auchencorth Moss,,,Auchencorth Moss-sulphate in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,193,785189,Auchencorth Moss,,,Auchencorth Moss-Volatile PM2.5,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,56,720956,Auchencorth Moss,,,Auchencorth Moss-Ammonium in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,96,780355,Auchencorth Moss,,,Auchencorth Moss-calcium in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,97,720961,Auchencorth Moss,,,Auchencorth Moss-chloride in PM2.5 in aerosol,pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,171,2677,Auchencorth Moss,280,25,Auchencorth Moss-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,7535,7106,Auchencorth Moss,299,1908,Auchencorth Moss-Particulate matter less than 2.5 micro m (aerosol),pm25,9.057,2026-02-19 19:00:00+00,0.000,55.792160 -3.242900,,
DUP000501,json,uk_air_sos,165,785188,Auchencorth Moss-Non,,,Auchencorth Moss-Non-volatile PM2.5,pm25,,,0.000,55.792160 -3.242900,,
DUP000502,aurn,aurn_register,,UKA00454,Edinburgh St Leonards,,,,pm25,,,0,55.945589 -3.182186,UKA00454,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000502,json,uk_air_sos,822,785213,Edinburgh St Leonards,,,Edinburgh St Leonards-Volatile PM2.5,pm25,,,0.000,55.945589 -3.182186,,
DUP000502,json,uk_air_sos,7559,7529,Edinburgh St Leonards,328,2056,Edinburgh St Leonards-Particulate matter less than 2.5 micro m (aerosol),pm25,10.943,2026-02-19 19:00:00+00,0.000,55.945589 -3.182186,,
DUP000502,json,uk_air_sos,818,884,Edinburgh St Leonards,392,196,Edinburgh St Leonards-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,55.945589 -3.182186,,
DUP000502,json,uk_air_sos,815,785212,Edinburgh St Leonards-Non,,,Edinburgh St Leonards-Non-volatile PM2.5,pm25,,,0.000,55.945589 -3.182186,,
DUP000503,aurn,aurn_register,,UKA00462,Reading New Town,,,,pm25,,,0,51.453090 -0.944067,UKA00462,Automatic Urban and Rural Monitoring Network (AURN)
DUP000503,json,uk_air_sos,1960,785207,Reading New Town,,,Reading New Town-Volatile PM2.5,pm25,,,0.000,51.453090 -0.944067,,
DUP000503,json,uk_air_sos,7481,10548,Reading New Town,214,2287,Reading New Town-Particulate matter less than 2.5 micro m (aerosol),pm25,12.547,2026-02-19 19:00:00+00,0.000,51.453090 -0.944067,,
DUP000503,json,uk_air_sos,1958,1107,Reading New Town,267,430,Reading New Town-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.453090 -0.944067,,
DUP000503,json,uk_air_sos,1955,785206,Reading New Town-Non,,,Reading New Town-Non-volatile PM2.5,pm25,,,0.000,51.453090 -0.944067,,
DUP000504,aurn,aurn_register,,UKA00472,London Harlington,,,,pm25,,,0,51.488790 -0.441614,UKA00472,Automatic Urban and Rural Monitoring Network (AURN)
DUP000504,json,uk_air_sos,1487,785271,London Harlington,,,London Harlington-Volatile PM2.5,pm25,,,0.000,51.488790 -0.441614,,
DUP000504,json,uk_air_sos,7530,7039,London Harlington,293,2122,London Harlington-Particulate matter less than 2.5 micro m (aerosol),pm25,8.243,2026-02-19 19:00:00+00,0.000,51.488790 -0.441614,,
DUP000504,json,uk_air_sos,1480,785270,London Harlington-Non,,,London Harlington-Non-volatile PM2.5,pm25,,,0.000,51.488790 -0.441614,,
DUP000505,aurn,aurn_register,,UKA00482,Wigan Centre,,,,pm25,,,0,53.549140 -2.638139,UKA00482,Automatic Urban and Rural Monitoring Network (AURN)
DUP000505,json,uk_air_sos,2387,785265,Wigan Centre,,,Wigan Centre-Volatile PM2.5,pm25,,,0.000,53.549140 -2.638139,,
DUP000505,json,uk_air_sos,2386,1179,Wigan Centre,276,518,Wigan Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.549140 -2.638139,,
DUP000505,json,uk_air_sos,7571,7574,Wigan Centre,341,2374,Wigan Centre-Particulate matter less than 2.5 micro m (aerosol),pm25,15.377,2026-02-19 18:00:00+00,0.000,53.549140 -2.638139,,
DUP000505,json,uk_air_sos,2383,785264,Wigan Centre-Non,,,Wigan Centre-Non-volatile PM2.5,pm25,,,0.000,53.549140 -2.638139,,
DUP000506,aurn,aurn_register,,UKA00483,Brighton Preston Park,,,,pm25,,,0,50.840836 -0.147572,UKA00483,Automatic Urban and Rural Monitoring Network (AURN)
DUP000506,json,uk_air_sos,7482,10621,Brighton Preston Park,217,4812,Brighton Preston Park-Particulate matter less than 2.5 micro m (aerosol),pm25,6.698,2026-02-19 19:00:00+00,0.000,50.840836 -0.147572,,
DUP000507,aurn,aurn_register,,UKA00484,Sunderland Silksworth,,,,pm25,,,0,54.883610 -1.406878,UKA00484,Automatic Urban and Rural Monitoring Network (AURN)
DUP000507,json,uk_air_sos,2281,785247,Sunderland Silksworth,,,Sunderland Silksworth-Volatile PM2.5,pm25,,,0.000,54.883610 -1.406878,,
DUP000507,json,uk_air_sos,2279,1152,Sunderland Silksworth,272,482,Sunderland Silksworth-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,54.883610 -1.406878,,
DUP000507,json,uk_air_sos,7570,7568,Sunderland Silksworth,340,2338,Sunderland Silksworth-Particulate matter less than 2.5 micro m (aerosol),pm25,12.925,2026-02-19 19:00:00+00,0.000,54.883610 -1.406878,,
DUP000507,json,uk_air_sos,2276,785246,Sunderland Silksworth-Non,,,Sunderland Silksworth-Non-volatile PM2.5,pm25,,,0.000,54.883610 -1.406878,,
DUP000508,aurn,aurn_register,,UKA00488,Blackpool Marton,,,,pm25,,,0,53.804890 -3.007175,UKA00488,Automatic Urban and Rural Monitoring Network (AURN)
DUP000508,json,uk_air_sos,380,785277,Blackpool Marton,,,Blackpool Marton-Volatile PM2.5,pm25,,,0.000,53.804890 -3.007175,,
DUP000508,json,uk_air_sos,7556,7512,Blackpool Marton,323,1957,Blackpool Marton-Particulate matter less than 2.5 micro m (aerosol),pm25,16.793,2026-02-19 19:00:00+00,0.000,53.804890 -3.007175,,
DUP000508,json,uk_air_sos,379,785,Blackpool Marton,357,88,Blackpool Marton-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.804890 -3.007175,,
DUP000508,json,uk_air_sos,376,785276,Blackpool Marton-Non,,,Blackpool Marton-Non-volatile PM2.5,pm25,,,0.000,53.804890 -3.007175,,
DUP000509,aurn,aurn_register,,UKA00494,Bristol St Paul's,,,,pm25,,,0,51.462839 -2.584482,UKA00494,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000509,json,uk_air_sos,444,785203,Bristol St Paul's,,,Bristol St Paul's-Volatile PM2.5,pm25,,,0.000,51.462839 -2.584482,,
DUP000509,json,uk_air_sos,7557,7515,Bristol St Paul's,324,1970,Bristol St Paul's-Particulate matter less than 2.5 micro m (aerosol),pm25,12,2026-02-19 19:00:00+00,0.000,51.462839 -2.584482,,
DUP000509,json,uk_air_sos,441,798,Bristol St Paul's,359,102,Bristol St Paul's-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.462839 -2.584482,,
DUP000509,json,uk_air_sos,438,785202,Bristol St Paul's-Non,,,Bristol St Paul's-Non-volatile PM2.5,pm25,,,0.000,51.462839 -2.584482,,
DUP000510,aurn,aurn_register,,UKA00497,Swansea Roadside,,,,pm25,,,0,51.632696 -3.947374,UKA00497,Automatic Urban and Rural Monitoring Network (AURN)
DUP000510,json,uk_air_sos,2312,1156,Swansea Roadside,273,487,Swansea Roadside-Particulate matter less than 2.5 micro m (aerosol),pm25,10,2026-02-19 19:00:00+00,0.000,51.632696 -3.947374,,
DUP000511,aurn,aurn_register,,UKA00501,Port Talbot Margam,,,,pm25,,,0,51.583950 -3.770822,UKA00501,Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000511,json,uk_air_sos,1935,1101,Port Talbot Margam,254,424,Port Talbot Margam-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.583950 -3.770822,,
DUP000511,json,uk_air_sos,7588,8136,Port Talbot Margam,365,2281,Port Talbot Margam-Particulate matter less than 2.5 micro m (aerosol),pm25,5,2026-02-19 19:00:00+00,0.000,51.583950 -3.770822,,
DUP000512,aurn,aurn_register,,UKA00511,Horley,,,,pm25,,,0,51.165865 -0.167734,UKA00511,Automatic Urban and Rural Monitoring Network (AURN); Particle Concentrations and Numbers Network
DUP000512,json,uk_air_sos,7490,10643,Horley,225,5209,Horley-Particulate matter less than 2.5 micro m (aerosol),pm25,8.491,2026-02-19 19:00:00+00,0.000,51.165865 -0.167734,,
DUP000513,aurn,aurn_register,,UKA00515,Chepstow A48,,,,pm25,,,0,51.638094 -2.678731,UKA00515,Automatic Urban and Rural Monitoring Network (AURN)
DUP000513,json,uk_air_sos,576,785359,Chepstow A48,,,Chepstow A48-Volatile PM2.5,pm25,,,0.000,51.638094 -2.678731,,
DUP000513,json,uk_air_sos,7539,7124,Chepstow A48,303,2008,Chepstow A48-Particulate matter less than 2.5 micro m (aerosol),pm25,15,2026-02-19 19:00:00+00,0.000,51.638094 -2.678731,,
DUP000513,json,uk_air_sos,574,830,Chepstow A48,368,141,Chepstow A48-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.638094 -2.678731,,
DUP000513,json,uk_air_sos,572,785358,Chepstow A48-Non,,,Chepstow A48-Non-volatile PM2.5,pm25,,,0.000,51.638094 -2.678731,,
DUP000514,aurn,aurn_register,,UKA00518,Oxford St Ebbes,,,,pm25,,,0,51.744806 -1.260278,UKA00518,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000514,json,uk_air_sos,1874,785253,Oxford St Ebbes,,,Oxford St Ebbes-Volatile PM2.5,pm25,,,0.000,51.744806 -1.260278,,
DUP000514,json,uk_air_sos,1872,1077,Oxford St Ebbes,248,396,Oxford St Ebbes-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.744806 -1.260278,,
DUP000514,json,uk_air_sos,7564,7550,Oxford St Ebbes,334,2253,Oxford St Ebbes-Particulate matter less than 2.5 micro m (aerosol),pm25,10.755,2026-02-19 18:00:00+00,0.000,51.744806 -1.260278,,
DUP000514,json,uk_air_sos,1869,785252,Oxford St Ebbes-Non,,,Oxford St Ebbes-Non-volatile PM2.5,pm25,,,0.000,51.744806 -1.260278,,
DUP000515,aurn,aurn_register,,UKA00523,York Bootham,,,,pm25,,,0,53.967513 -1.086514,UKA00523,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000515,json,uk_air_sos,2442,785235,York Bootham,,,York Bootham-Volatile PM2.5,pm25,,,0.000,53.967513 -1.086514,,
DUP000515,json,uk_air_sos,2440,1186,York Bootham,277,523,York Bootham-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.967513 -1.086514,,
DUP000515,json,uk_air_sos,7580,7609,York Bootham,351,2379,York Bootham-Particulate matter less than 2.5 micro m (aerosol),pm25,15,2026-02-19 18:00:00+00,0.000,53.967513 -1.086514,,
DUP000515,json,uk_air_sos,2437,785234,York Bootham-Non,,,York Bootham-Non-volatile PM2.5,pm25,,,0.000,53.967513 -1.086514,,
DUP000516,aurn,aurn_register,,UKA00524,York Fishergate,,,,pm25,,,0,53.951889 -1.075861,UKA00524,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000516,json,uk_air_sos,2448,1190,York Fishergate,278,527,York Fishergate-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.951889 -1.075861,,
DUP000516,json,uk_air_sos,7541,7132,York Fishergate,305,2383,York Fishergate-Particulate matter less than 2.5 micro m (aerosol),pm25,13,2026-02-19 19:00:00+00,0.000,53.951889 -1.075861,,
DUP000517,aurn,aurn_register,,UKA00525,Stanford-le-Hope Roadside,,,,pm25,,,0,51.518167 0.439548,UKA00525,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000517,json,uk_air_sos,7552,7501,Stanford-le-Hope Roadside,319,2112,Stanford-le-Hope Roadside-Particulate matter less than 2.5 micro m (aerosol),pm25,-99,2026-02-19 19:00:00+00,0.000,51.518167 0.439548,,
DUP000517,json,uk_air_sos,2202,928,Stanford-le-Hope Roadside,398,252,Stanford-le-Hope Roadside-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,51.518167 0.439548,,
DUP000518,aurn,aurn_register,,UKA00527,Leeds Headingley Kerbside,,,,pm25,,,0,53.819972 -1.576361,UKA00527,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000518,json,uk_air_sos,7575,7591,Leeds Headingley Kerbside,345,2157,Leeds Headingley Kerbside-Particulate matter less than 2.5 micro m (aerosol),pm25,18,2026-02-19 19:00:00+00,0.000,53.819972 -1.576361,,
DUP000518,json,uk_air_sos,1280,976,Leeds Headingley Kerbside,403,300,Leeds Headingley Kerbside-Particulate matter less than 2.5 micro m (aerosol),pm25,,,0.000,53.819972 -1.576361,,
DUP000519,aurn,aurn_register,,UKA00528,Newcastle Cradlewell Roadside,,,,pm25,,,0,54.986405 -1.595362,UKA00528,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000519,json,uk_air_sos,7503,10709,Newcastle Cradlewell Roadside,240,5382,Newcastle Cradlewell Roadside-Particulate matter less than 2.5 micro m (aerosol),pm25,11.698,2026-02-19 19:00:00+00,0.000,54.986405 -1.595362,,
DUP000520,aurn,aurn_register,,UKA00529,Chesterfield Roadside,,,,pm25,,,0,53.231751 -1.456928,UKA00529,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network
DUP000520,json,uk_air_sos,600,785347,Chesterfield Roadside,,,Chesterfield Roadside-Volatile PM2.5,pm25,,,3.396,53.231722 -1.456944,,
DUP000520,json,uk_air_sos,598,838,Chesterfield Roadside,326,2012,Chesterfield Roadside-Particulate matter less than 2.5 micro m (aerosol),pm25,17.736,2026-02-19 19:00:00+00,0.000,53.231751 -1.456928,,
DUP000520,json,uk_air_sos,596,785346,Chesterfield Roadside-Non,,,Chesterfield Roadside-Non-volatile PM2.5,pm25,,,3.396,53.231722 -1.456944,,
DUP000521,aurn,aurn_register,,UKA00535,Stockton-on-Tees Eaglescliffe,,,,pm25,,,0,54.516667 -1.358547,UKA00535,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000521,json,uk_air_sos,2219,866,Stockton-on-Tees Eaglescliffe,371,182,Stockton-on-Tees Eaglescliffe-Particulate matter less than 2.5 micro m (aerosol),pm25,-99,2026-02-19 19:00:00+00,0.000,54.516667 -1.358547,,
DUP000522,aurn,aurn_register,,UKA00537,Charlton Mackrell,,,,pm25,,,0,51.056250 -2.683450,UKA00537,Automatic Urban and Rural Monitoring Network (AURN)
