"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00702","GB1143A","","UUNN_BURY_007","Urban Traffic","North West & Merseyside","2019-12-17","","53.592963","-2.251151","410738.96","383474.00","120","UK Urban NO2 Network","","&nbsp;"
"UKA00840","GB1281A","","UUNN_BURY_008","Urban Traffic","Greater Manchester Urban Area","2020-12-04","","53.539695","-2.288438","404821.97","380981.97","101","UK Urban NO2 Network","","&nbsp;"
"UKA00704","GB1145A","","UUNN_CAST_001","Urban Traffic","Southend Urban Area","2019-12-20","","51.567356","0.547964","188463.01","576689.00","23","UK Urban NO2 Network","","&nbsp;"
"UKA00706","GB1147A","","UUNN_CVTR_001","Urban Traffic","Coventry/Bedworth","2019-12-17","","52.411755","-1.525027","279411.99","432405.00","90","UK Urban NO2 Network","","&nbsp;"
"UKA00707","GB1148A","","UUNN_CVTR_002","Urban Traffic","Coventry/Bedworth","2019-12-17","","52.397624","-1.516610","277843.95","432988.00","105","UK Urban NO2 Network","","&nbsp;"
"UKA00708","GB1149A","","UUNN_CVTR_003","Urban Traffic","Coventry/Bedworth","2019-12-17","","52.404621","-1.517269","278621.95","432938.00","88","UK Urban NO2 Network","","&nbsp;"
"UKA00712","GB1153A","","UUNN_CVTR_007","Urban Traffic","Coventry/Bedworth","2019-12-17","","52.410216","-1.485910","279258.99","435067.00","96","UK Urban NO2 Network","","&nbsp;"
"UKA00713","GB1154A","","UUNN_CVTR_008","Urban Traffic","Coventry/Bedworth","2019-12-17","","52.408564","-1.494822","279070.97","434462.00","82","UK Urban NO2 Network","","&nbsp;"
"UKA01001","GB1443A","","UUNN_CVTR_009","Urban Traffic","Coventry/Bedworth","2022-12-01","","52.410075","-1.520531","279227.14","432712.05","89","UK Urban NO2 Network","",""
"UKA00714","GB1155A","","UUNN_DERB_001","Urban Traffic","East Midlands","2019-12-18","","52.918272","-1.471231","335781.05","435651.00","56","UK Urban NO2 Network","","&nbsp;"
"UKA00715","GB1156A","","UUNN_DERB_002","Urban Traffic","East Midlands","2019-12-18","","52.922180","-1.485105","336209.01","434715.00","54","UK Urban NO2 Network","","&nbsp;"
"UKA00841","GB1282A","","UUNN_DERB_003","Urban Traffic","East Midlands","2020-12-18","","52.916974","-1.472600","335635.98","435559.98","59","UK Urban NO2 Network","","&nbsp;"
"UKA00842","GB1283A","","UUNN_DERB_004","Urban Traffic","East Midlands","2020-12-18","","52.925775","-1.510409","336597.04","433011.02","81","UK Urban NO2 Network","","&nbsp;"
"UKA01002","GB1444A","","UUNN_DERB_005","Urban Traffic","East Midlands","2022-12-01","","52.925796","-1.455988","336625.69","436669.55","47","UK Urban NO2 Network","",""
"UKA00843","GB1284A","","UUNN_DUDL_001","Urban Traffic","West Midlands Urban Area","2020-12-18","","52.480122","-2.161259","286923.03","389145.01","81","UK Urban NO2 Network","","&nbsp;"
"UKA00847","GB1288A","","UUNN_EDIN_003","Urban Traffic","Edinburgh Urban Area","2020-12-10","","55.950903","-3.203620","673750.99","324936.00","62","UK Urban NO2 Network","","&nbsp;"
"UKA00848","GB1289A","","UUNN_EDIN_004","Urban Traffic","Edinburgh Urban Area","2020-12-10","","55.960639","-3.303013","674947.03","318750.01","46","UK Urban NO2 Network","","&nbsp;"
"UKA00849","GB1290A","","UUNN_EHER_001","Urban Traffic","Eastern","2021-01-01","","51.795763","-0.083566","212527.02","532256.99","40","UK Urban NO2 Network","","&nbsp;"
"UKA01003","GB1445A","","UUNN_FARE_001","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.851509","-1.171096","106103.98","458446.98","7","UK Urban NO2 Network","",""
"UKA01004","GB1446A","","UUNN_FARE_002","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.851145","-1.155419","106076.00","459551.01","15","UK Urban NO2 Network","",""
"UKA00716","GB1157A","","UUNN_GATE_001","Urban Traffic","Tyneside","2019-12-18","","54.967005","-1.605157","563669.04","425377.00","24","UK Urban NO2 Network","","&nbsp;"
"UKA01042","GB1484A","","UUNN_GATE_002","Urban Traffic","Tyneside","2023-12-19","","54.966545","-1.604771","563618.00","425401.98","3","UK Urban NO2 Network","",""
"UKA01043","GB1485A","","UUNN_GLON_001","Urban Traffic","Greater London Urban Area","2023-12-19","","51.412305","-0.296581","169518.96","518561.97","3","UK Urban NO2 Network","",""
"UKA01044","GB1486A","","UUNN_GLON_002","Urban Traffic","Greater London Urban Area","2023-12-19","","51.355600","-0.148908","163462.31","528990.44","3","UK Urban NO2 Network","",""
"UKA01045","GB1487A","","UUNN_GLON_003","Urban Traffic","Greater London Urban Area","2023-12-19","","51.463583","-0.215586","175355.28","524055.54","3","UK Urban NO2 Network","",""
"UKA01046","GB1488A","","UUNN_GLON_004","Urban Traffic","Greater London Urban Area","2023-12-19","","51.516061","-0.135167","181330.18","529492.97","3","UK Urban NO2 Network","",""
"UKA00854","GB1295A","","UUNN_HERT_002","Urban Traffic","Eastern","2021-01-01","","51.704358","-0.176887","202196.97","526076.00","127","UK Urban NO2 Network","","&nbsp;"
"UKA00855","GB1296A","","UUNN_HERT_003","Urban Traffic","Eastern","2021-01-01","","51.691183","-0.176794","200731.97","526119.02","119","UK Urban NO2 Network","","&nbsp;"
"UKA00856","GB1297A","","UUNN_HIGH_001","Urban Traffic","North West & Merseyside","2020-12-04","","53.463867","-1.989915","396347.05","400766.98","152","UK Urban NO2 Network","","&nbsp;"
"UKA00717","GB1158A","","UUNN_LEED_001","Urban Traffic","West Yorkshire Urban Area","2019-12-19","","53.789043","-1.566903","432611.95","428631.00","33","UK Urban NO2 Network","","&nbsp;"
"UKA00857","GB1298A","","UUNN_LEED_006","Urban Traffic","West Yorkshire Urban Area","2021-01-01","","53.794618","-1.564978","433232.99","428754.00","31","UK Urban NO2 Network","","&nbsp;"
"UKA00858","GB1299A","","UUNN_LEED_007","Urban Traffic","West Yorkshire Urban Area","2021-01-01","","53.790985","-1.567050","432827.96","428619.97","34","UK Urban NO2 Network","","&nbsp;"
"UKA00965","GB1407A","","UUNN_LEED_008","Urban Traffic","West Yorkshire Urban Area","2021-12-28","","53.795398","-1.564393","433320.00","428792.00","31","UK Urban NO2 Network","",""
"UKA00859","GB1300A","","UUNN_LEIC_001","Urban Traffic","Leicester Urban Area","2020-12-08","","52.639043","-1.137020","304937.98","458494.98","56","UK Urban NO2 Network","","&nbsp;"
"UKA00860","GB1301A","","UUNN_LEIC_002","Urban Traffic","Leicester Urban Area","2020-12-08","","52.634154","-1.144711","304387.95","457980.99","54","UK Urban NO2 Network","","&nbsp;"
"UKA00861","GB1302A","","UUNN_LEIC_003","Urban Traffic","Leicester Urban Area","2020-12-08","","52.640881","-1.132624","305145.99","458789.99","53","UK Urban NO2 Network","","&nbsp;"
"UKA00862","GB1303A","","UUNN_LIVE_001","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.431664","-2.973619","393205.98","335410.00","39","UK Urban NO2 Network","","&nbsp;"
"UKA00864","GB1305A","","UUNN_LIVE_003","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.411036","-2.967897","390905.97","335759.02","42","UK Urban NO2 Network","","&nbsp;"
"UKA00865","GB1306A","","UUNN_LIVE_004","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.409042","-2.973298","390689.03","335396.99","36","UK Urban NO2 Network","","&nbsp;"
"UKA00866","GB1307A","","UUNN_LIVE_005","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.408833","-2.969156","390662.03","335672.01","41","UK Urban NO2 Network","","&nbsp;"
"UKA00867","GB1308A","","UUNN_LIVE_006","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.406074","-2.978931","390363.97","335018.01","19","UK Urban NO2 Network","","&nbsp;"
"UKA00868","GB1309A","","UUNN_LIVE_007","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.410611","-2.982526","390871.99","334785.97","9","UK Urban NO2 Network","","&nbsp;"
"UKA00869","GB1310A","","UUNN_LIVE_008","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.407942","-2.988993","390581.01","334351.99","12","UK Urban NO2 Network","","&nbsp;"
"UKA00870","GB1311A","","UUNN_LIVE_009","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.411902","-2.969768","391004.00","335635.97","42","UK Urban NO2 Network","","&nbsp;"
"UKA00872","GB1313A","","UUNN_LIVE_011","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.462539","-2.960483","396628.95","336329.01","28","UK Urban NO2 Network","","&nbsp;"
"UKA00873","GB1314A","","UUNN_LIVE_012","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.413975","-2.909634","391181.97","339635.97","51","UK Urban NO2 Network","","&nbsp;"
"UKA00874","GB1315A","","UUNN_LIVE_013","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.412210","-2.945959","391017.02","337218.99","63","UK Urban NO2 Network","","&nbsp;"
"UKA00875","GB1316A","","UUNN_LIVE_014","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.403172","-2.976593","390039.00","335169.02","24","UK Urban NO2 Network","","&nbsp;"
"UKA00876","GB1317A","","UUNN_LIVE_015","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.406400","-2.897393","390328.95","340438.99","49","UK Urban NO2 Network","","&nbsp;"
"UKA00877","GB1318A","","UUNN_LIVE_016","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.444982","-2.958461","394673.95","336436.99","35","UK Urban NO2 Network","","&nbsp;"
"UKA00878","GB1319A","","UUNN_LIVE_017","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.411584","-2.957521","390957.63","336449.54","46","UK Urban NO2 Network","","&nbsp;"
"UKA00879","GB1320A","","UUNN_LIVE_018","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.410194","-2.926778","390776.00","338491.01","46","UK Urban NO2 Network","","&nbsp;"
"UKA00880","GB1321A","","UUNN_LIVE_019","Urban Traffic","Liverpool Urban Area","2020-12-10","","53.408576","-2.967511","390631.95","335780.97","43","UK Urban NO2 Network","","&nbsp;"
"UKA00882","GB1323A","","UUNN_LIVE_021","Urban Traffic","Liverpool Urban Area","2020-12-11","","53.404994","-2.991061","390254.96","334209.96","11","UK Urban NO2 Network","","&nbsp;"
"UKA01005","GB1447A","","UUNN_LIVE_022","Urban Traffic","Liverpool Urban Area","2022-12-01","","53.428728","-2.921041","392832.95","338898.99","50","UK Urban NO2 Network","",""
"UKA01006","GB1448A","","UUNN_LIVE_023","Urban Traffic","Liverpool Urban Area","2022-12-01","","53.411491","-2.915914","390910.96","339215.02","65","UK Urban NO2 Network","",""
"UKA01040","GB1482A","","UUNN_LIVE_024","Urban Traffic","Liverpool Urban Area","2023-12-19","","53.411086","-2.979533","390922.09","334985.65","3","UK Urban NO2 Network","",""
"UKA01060","GB1502A","","UUNN_MAID_002","Urban Traffic","South East","2024-02-01","","51.282000","0.505000","156630.93","574796.80","49","UK Urban NO2 Network","",""
"UKA00720","GB1161A","","UUNN_MANC_002","Urban Traffic","Greater Manchester Urban Area","2019-12-06","","53.450915","-2.244740","394933.99","383844.00","36","UK Urban NO2 Network","","&nbsp;"
"UKA00721","GB1162A","","UUNN_MANC_003","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.470861","-2.261381","397156.98","382747.00","30","UK Urban NO2 Network","","&nbsp;"
"UKA00722","GB1163A","","UUNN_MANC_004","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.485434","-2.234405","398772.04","384543.00","55","UK Urban NO2 Network","","&nbsp;"
"UKA00723","GB1164A","","UUNN_MANC_005","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.474212","-2.240897","397524.99","384107.97","42","UK Urban NO2 Network","","&nbsp;"
"UKA00724","GB1165A","","UUNN_MANC_006","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.471197","-2.224368","397185.98","385203.99","44","UK Urban NO2 Network","","&nbsp;"
"UKA00725","GB1166A","","UUNN_MANC_007","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.476935","-2.240972","397827.95","384104.00","47","UK Urban NO2 Network","","&nbsp;"
"UKA00727","GB1168A","","UUNN_MANC_009","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.483000","-2.237857","398502.01","384313.00","53","UK Urban NO2 Network","","&nbsp;"
"UKA00728","GB1169A","","UUNN_MANC_010","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.446168","-2.191489","394395.04","387379.00","56","UK Urban NO2 Network","","&nbsp;"
"UKA00729","GB1170A","","UUNN_MANC_011","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.475393","-2.230101","397654.01","384825.00","49","UK Urban NO2 Network","","&nbsp;"
"UKA00731","GB1172A","","UUNN_MANC_013","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.488540","-2.240601","399118.97","384133.00","42","UK Urban NO2 Network","","&nbsp;"
"UKA00732","GB1173A","","UUNN_MANC_014","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.481036","-2.249027","398286.04","383571.00","42","UK Urban NO2 Network","","&nbsp;"
"UKA00733","GB1174A","","UUNN_MANC_015","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.480635","-2.246975","398240.96","383707.00","48","UK Urban NO2 Network","","&nbsp;"
"UKA00734","GB1175A","","UUNN_MANC_016","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.478121","-2.241386","397959.99","384077.00","51","UK Urban NO2 Network","","&nbsp;"
"UKA00735","GB1176A","","UUNN_MANC_017","Urban Traffic","Greater Manchester Urban Area","2019-12-12","","53.478702","-2.251560","398026.97","383402.00","40","UK Urban NO2 Network","","&nbsp;"
"UKA00736","GB1177A","","UUNN_MANC_018","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.482175","-2.227651","398408.01","384990.00","51","UK Urban NO2 Network","","&nbsp;"
"UKA00737","GB1178A","","UUNN_MANC_019","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.463697","-2.211767","396349.02","386038.00","48","UK Urban NO2 Network","","&nbsp;"
"UKA00738","GB1179A","","UUNN_MANC_020","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.488766","-2.230731","399141.95","384788.00","53","UK Urban NO2 Network","","&nbsp;"
"UKA00739","GB1180A","","UUNN_MANC_021","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.492550","-2.249064","399567.03","383573.00","31","UK Urban NO2 Network","","&nbsp;"
"UKA00740","GB1181A","","UUNN_MANC_022","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.475200","-2.213150","397629.04","385950.00","50","UK Urban NO2 Network","","&nbsp;"
"UKA00884","GB1325A","","UUNN_MANC_024","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.482442","-2.246805","398441.95","383719.01","34","UK Urban NO2 Network","","&nbsp;"
"UKA00885","GB1326A","","UUNN_MANC_025","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.489282","-2.242806","399202.02","383986.98","38","UK Urban NO2 Network","","&nbsp;"
"UKA00887","GB1328A","","UUNN_MANC_027","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.485626","-2.241579","398795.00","384067.01","34","UK Urban NO2 Network","","&nbsp;"
"UKA00888","GB1329A","","UUNN_MANC_028","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.485834","-2.236547","398817.02","384401.00","46","UK Urban NO2 Network","","&nbsp;"
"UKA00889","GB1330A","","UUNN_MANC_029","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.481657","-2.234987","398351.97","384502.98","45","UK Urban NO2 Network","","&nbsp;"
"UKA00890","GB1331A","","UUNN_MANC_030","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.488194","-2.247291","399082.00","383688.98","28","UK Urban NO2 Network","","&nbsp;"
"UKA00966","GB1408A","","UUNN_MANC_031","Urban Traffic","Greater Manchester Urban Area","2021-12-28","","53.399010","-2.267220","389164.80","382329.40","39","UK Urban NO2 Network","",""
"UKA01041","GB1483A","","UUNN_MANC_032","Urban Traffic","Greater Manchester Urban Area","2023-12-19","","53.474044","-2.240714","397506.26","384120.06","3","UK Urban NO2 Network","",""
"UKA00741","GB1182A","","UUNN_MIDD_002","Urban Traffic","Teesside Urban Area","2019-12-19","","54.574532","-1.209789","520211.04","451181.00","5","UK Urban NO2 Network","","&nbsp;"
"UKA00821","GB1262A","","UUNN_MLCS_001","Urban Background","Greater Manchester Urban Area","2020-01-06","","53.444229","-2.214554","394183.69","385846.43","45","UK Urban NO2 Network","",""
"UKA00743","GB1184A","","UUNN_NEWC_002","Urban Traffic","Tyneside","2019-12-18","","54.969863","-1.608128","563986.02","425185.00","27","UK Urban NO2 Network","","&nbsp;"
"UKA00891","GB1332A","","UUNN_NEWC_003","Urban Traffic","Tyneside","2020-12-16","","54.986418","-1.700963","565798.96","419234.01","80","UK Urban NO2 Network","","&nbsp;"
"UKA01007","GB1449A","","UUNN_NEWC_004","Urban Traffic","Tyneside","2022-12-01","","54.970671","-1.611209","564074.83","424987.25","29","UK Urban NO2 Network","",""
"UKA01008","GB1450A","","UUNN_NEWC_006","Urban Traffic","Tyneside","2022-12-01","","54.993428","-1.574140","566621.06","427344.87","47","UK Urban NO2 Network","",""
"UKA01009","GB1451A","","UUNN_NEWC_007","Urban Traffic","Tyneside","2022-12-01","","54.969293","-1.617143","563919.39","424608.21","36","UK Urban NO2 Network","",""
"UKA00744","GB1185A","","UUNN_NEWF_001","Urban Traffic","South East","2019-12-18","","50.921106","-1.476051","113646.96","436925.00","-2","UK Urban NO2 Network","","&nbsp;"
"UKA00745","GB1186A","","UUNN_NOTT_001","Urban Traffic","Nottingham Urban Area","2019-12-18","","52.955037","-1.148830","340079.00","457280.00","54","UK Urban NO2 Network","","&nbsp;"
"UKA00892","GB1333A","","UUNN_NOTT_002","Urban Traffic","Nottingham Urban Area","2020-12-18","","52.941782","-1.186739","338574.98","454749.96","26","UK Urban NO2 Network","","&nbsp;"
"UKA00893","GB1334A","","UUNN_NOTT_003","Urban Traffic","Nottingham Urban Area","2020-12-18","","52.942695","-1.202094","338664.97","453716.96","46","UK Urban NO2 Network","","&nbsp;"
"UKA00894","GB1335A","","UUNN_NOTT_004","Urban Traffic","Nottingham Urban Area","2020-12-18","","52.932973","-1.171222","337606.98","455804.02","26","UK Urban NO2 Network","","&nbsp;"
"UKA01010","GB1452A","","UUNN_NOTT_005","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.946500","-1.144789","339132.56","457562.78","27","UK Urban NO2 Network","",""
"UKA01011","GB1453A","","UUNN_NOTT_007","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.974078","-1.151033","342195.38","457106.95","63","UK Urban NO2 Network","",""
"UKA01012","GB1454A","","UUNN_NOTT_008","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.955684","-1.173182","340131.85","455643.20","45","UK Urban NO2 Network","",""
"UKA01013","GB1455A","","UUNN_NOTT_009","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.955494","-1.159853","340121.11","456538.87","73","UK Urban NO2 Network","",""
"UKA01014","GB1456A","","UUNN_NOTT_010","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.979983","-1.174434","342833.94","455528.00","39","UK Urban NO2 Network","",""
"UKA01015","GB1457A","","UUNN_NOTT_011","Urban Traffic","Nottingham Urban Area","2022-12-01","","52.950260","-1.134512","339559.10","458248.28","29","UK Urban NO2 Network","",""
"UKA00746","GB1187A","","UUNN_NTYN_001","Urban Traffic","North East","2019-12-18","","54.997004","-1.556453","567026.03","428474.00","40","UK Urban NO2 Network","","&nbsp;"
"UKA00747","GB1188A","","UUNN_OLDH_001","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.542040","-2.102287","405048.99","393319.00","186","UK Urban NO2 Network","","&nbsp;"
"UKA00748","GB1189A","","UUNN_OLDH_002","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.520407","-2.136623","402646.04","391039.00","123","UK Urban NO2 Network","","&nbsp;"
"UKA00749","GB1190A","","UUNN_OLDH_003","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.523161","-2.141187","402953.02","390737.00","117","UK Urban NO2 Network","","&nbsp;"
"UKA00895","GB1336A","","UUNN_OLDH_004","Urban Traffic","Greater Manchester Urban Area","2020-12-04","","53.523734","-2.163905","403020.00","389230.98","107","UK Urban NO2 Network","","&nbsp;"
"UKA00896","GB1337A","","UUNN_OLDH_005","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.519085","-2.144567","402500.00","390511.98","107","UK Urban NO2 Network","","&nbsp;"
"UKA00897","GB1338A","","UUNN_OXFO_001","Urban Traffic","South East","2020-12-22","","51.752607","-1.235197","206267.03","452890.99","62","UK Urban NO2 Network","","&nbsp;"
"UKA00898","GB1339A","","UUNN_PLYM_001","Urban Traffic","South West","2020-12-18","","50.392974","-4.090876","56878.04","251476.01","2","UK Urban NO2 Network","","&nbsp;"
"UKA00900","GB1341A","","UUNN_PORT_002","Urban Traffic","Portsmouth Urban Area","2021-01-01","","50.800659","-1.094520","100512.67","463906.71","4","UK Urban NO2 Network","","&nbsp;"
"UKA01016","GB1458A","","UUNN_PORT_003","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.804172","-1.090262","100907.00","464201.97","8","UK Urban NO2 Network","",""
"UKA01017","GB1459A","","UUNN_PORT_004","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.809489","-1.077896","101509.04","465065.97","9","UK Urban NO2 Network","",""
"UKA01018","GB1460A","","UUNN_PORT_005","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.830534","-1.068586","103857.48","465692.43","2","UK Urban NO2 Network","",""
"UKA01019","GB1461A","","UUNN_PORT_006","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.811680","-1.085531","101746.00","464525.01","3","UK Urban NO2 Network","",""
"UKA01020","GB1462A","","UUNN_PORT_007","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.813501","-1.082714","101950.96","464720.97","10","UK Urban NO2 Network","",""
"UKA01021","GB1463A","","UUNN_PORT_009","Urban Traffic","Portsmouth Urban Area","2022-12-01","","50.791798","-1.100717","99521.99","463481.99","6","UK Urban NO2 Network","",""
"UKA00750","GB1191A","","UUNN_RCHF_001","Urban Traffic","Southend Urban Area","2019-12-20","","51.576068","0.608653","189580.05","580860.00","53","UK Urban NO2 Network","","&nbsp;"
"UKA00901","GB1342A","","UUNN_READ_001","Urban Traffic","Reading/Wokingham Urban Area","2020-12-17","","51.451603","-0.977335","173009.02","471158.99","43","UK Urban NO2 Network","","&nbsp;"
"UKA00903","GB1344A","","UUNN_READ_003","Urban Traffic","Reading/Wokingham Urban Area","2020-12-17","","51.456064","-0.981596","173501.01","470856.02","41","UK Urban NO2 Network","","&nbsp;"
"UKA01047","GB1489A","","UUNN_RHCY_001","Urban Traffic","South Wales","2023-12-19","","51.597340","-3.324520","189553.12","308353.25","3","UK Urban NO2 Network","",""
"UKA00751","GB1192A","","UUNN_ROCH_001","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.620272","-2.167650","413760.98","389008.00","146","UK Urban NO2 Network","","&nbsp;"
"UKA00753","GB1194A","","UUNN_ROCH_003","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.601415","-2.167304","411662.96","389026.00","136","UK Urban NO2 Network","","&nbsp;"
"UKA00754","GB1195A","","UUNN_ROCH_004","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.607809","-2.165032","412373.98","389178.00","145","UK Urban NO2 Network","","&nbsp;"
"UKA00755","GB1196A","","UUNN_ROCH_005","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.616612","-2.162239","413352.95","389365.00","124","UK Urban NO2 Network","","&nbsp;"
"UKA00756","GB1197A","","UUNN_ROCH_006","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.614670","-2.149429","413135.03","390212.00","141","UK Urban NO2 Network","","&nbsp;"
"UKA00757","GB1198A","","UUNN_ROCH_007","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.602888","-2.174503","411827.99","388550.00","124","UK Urban NO2 Network","","&nbsp;"
"UKA00758","GB1199A","","UUNN_ROTH_001","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.451237","-1.344188","395141.95","443650.00","30","UK Urban NO2 Network","","&nbsp;"
"UKA00759","GB1200A","","UUNN_ROTH_002","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.435897","-1.348127","393432.95","443404.00","34","UK Urban NO2 Network","","&nbsp;"
"UKA00760","GB1201A","","UUNN_ROTH_003","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.435084","-1.382805","393322.02","441101.00","61","UK Urban NO2 Network","","&nbsp;"
"UKA00761","GB1202A","","UUNN_SALF_001","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.490167","-2.281967","399310.05","381389.00","47","UK Urban NO2 Network","","&nbsp;"
"UKA00763","GB1204A","","UUNN_SALF_003","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.482546","-2.277215","398460.95","381701.00","41","UK Urban NO2 Network","","&nbsp;"
"UKA00765","GB1206A","","UUNN_SALF_005","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.482639","-2.294726","398475.96","380539.00","38","UK Urban NO2 Network","","&nbsp;"
"UKA00767","GB1208A","","UUNN_SALF_007","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.478051","-2.277909","397961.04","381653.00","37","UK Urban NO2 Network","","&nbsp;"
"UKA00768","GB1209A","","UUNN_SALF_008","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.476377","-2.266929","397772.02","382381.00","34","UK Urban NO2 Network","","&nbsp;"
"UKA00770","GB1211A","","UUNN_SALF_010","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.483043","-2.268433","398514.01","382284.00","38","UK Urban NO2 Network","","&nbsp;"
"UKA00771","GB1212A","","UUNN_SALF_011","Urban Traffic","Greater Manchester Urban Area","2019-12-13","","53.495159","-2.280267","399864.98","381504.00","41","UK Urban NO2 Network","","&nbsp;"
"UKA00772","GB1213A","","UUNN_SALF_012","Urban Traffic","Greater Manchester Urban Area","2019-12-16","","53.484282","-2.256656","398648.97","383066.00","32","UK Urban NO2 Network","","&nbsp;"
"UKA00905","GB1346A","","UUNN_SALF_013","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.484942","-2.246292","398719.97","383754.01","27","UK Urban NO2 Network","","&nbsp;"
"UKA00906","GB1347A","","UUNN_SALF_014","Urban Traffic","Greater Manchester Urban Area","2020-12-17","","53.482500","-2.257941","398451.02","382980.02","27","UK Urban NO2 Network","","&nbsp;"
"UKA00967","GB1409A","","UUNN_SALF_015","Urban Traffic","Greater Manchester Urban Area","2021-12-28","","53.483210","-2.261480","398530.87","382745.46","33","UK Urban NO2 Network","",""
"UKA00908","GB1349A","","UUNN_SGLO_001","Urban Traffic","South West","2020-12-24","","51.503644","-2.519164","178428.97","364061.96","42","UK Urban NO2 Network","","&nbsp;"
"UKA00773","GB1214A","","UUNN_SHEF_001","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.406050","-1.414799","390074.05","439002.00","40","UK Urban NO2 Network","","&nbsp;"
"UKA00774","GB1215A","","UUNN_SHEF_002","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.384455","-1.457793","387649.01","436162.00","59","UK Urban NO2 Network","","&nbsp;"
"UKA00775","GB1216A","","UUNN_SHEF_003","Urban Traffic","Sheffield Urban Area","2019-12-19","","53.380302","-1.461844","387184.95","435896.00","58","UK Urban NO2 Network","","&nbsp;"
